address,category,latitude,longitude,number_of_price,number_of_review,restaurant_name,score_of_review
"22-55 31st StAstoria, NY 11105","Indian,Vegetarian,Halal",40.774803,-73.912016,2,190,Yaar Indian Restaurant,4.5
"250 E 52nd StNew York, NY 10022",Japanese,40.756179,-73.968031,2,81,Yakiniku Gen,4
"5 Saint Marks PlNew York, NY 10003","SushiBars,Pubs,Izakaya",40.729535,-73.989322,2,1399,Yakitori Taisho,3.5
"216 7th AveNew York, NY 10011","Italian,WineBars,Gluten-Free",40.743835,-73.996088,2,115,Zagara Wine Bar & Ristorante,4
"45 W 39th StNew York, NY 10018",Szechuan,40.752733,-73.98445,2,103,Zest Szechuan,4
"261 Madison AveNew York, NY 10016","SushiBars,Japanese,Breakfast&Brunch",40.750468,-73.980608,3,324,Zuma New York,3.5
"17 W 19th StNew York, NY 10011",Italian,40.7396,-73.992587,3,197,Zio Ristorante,4
"77 N 6th StBrooklyn, NY 11211",Japanese,40.718933,-73.960823,3,827,Zenkichi,4
"1 Perry StNew York, NY 10014",LatinAmerican,40.736012,-74.000938,3,560,Yerba Buena Perry,4
"251 W 55th StNew York, NY 10019",Japanese,40.765375,-73.983114,3,1029,Yakitori Totto,4
"72 Kenmare StNew York, NY 10012","Tapas/SmallPlates,Japanese,Barbeque",40.721062,-73.99641,3,40,Yakitori Tora,4
"37 W 17th StNew York, NY 10011","Japanese,Barbeque",40.738851,-73.994123,3,106,Yakiniku Futago,4.5
"241 S 4th StBrooklyn, NY 11211","Mexican,Tapas/SmallPlates",40.710447,-73.958506,3,402,Xixa,4.5
"210 E 49th StNew York, NY 10017","American(New),Seafood,Steakhouses",40.755194,-73.970864,3,60,Wollensky Grill,4
"142 Orchard StNew York, NY 10002",American(New),40.719964,-73.989015,3,85,Wildair,4
"253 Grand StBrooklyn, NY 11211","American(Traditional),CocktailBars",40.713537,-73.958524,3,458,Walter Foods,4
"344 W 11th StNew York, NY 10014","German,Austrian,ModernEuropean",40.735414,-74.00824,3,195,WallsÌÄåÎÌÄå_ÌÄå´Ìâå©,4
"4 E 46th StNew York, NY 10017","American(New),WineBars,CocktailBars",40.755598,-73.978529,3,642,Vitae,4
"647 E 11th StNew York, NY 10009",American(New),40.726707,-73.977253,3,99,VirginiaÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs,4.5
"72 Hudson AveBrooklyn, NY 11201",American(New),40.702744,-73.981316,3,536,Vinegar Hill House,3.5
"236 W 52nd StNew York, NY 10019","Cuban,TapasBars,Lounges",40.762882,-73.984038,3,1022,VictorÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Cafe,4
"199 BoweryNew York, NY 10002","TapasBars,Lounges",40.721138,-73.993373,3,503,Vandal,3.5
"345 Park Ave SNew York, NY 10010",American(New),40.741712,-73.984476,3,479,Upland,4
"99 Gansevoort StNew York, NY 10014","American(New),Breakfast&Brunch,WineBars",40.739609,-74.00886,3,158,Untitled at The Whitney,4
"1 W 54th StNew York, NY 10019","Restaurants,Venues&EventSpaces,SocialClubs",40.761254,-73.975549,3,29,University Club,4.5
"7 Spring StNew York, NY 10012",Thai,40.721132,-73.994328,3,391,Uncle Boons,4
"4 W 28th StNew York, NY 10001",Italian,40.744737,-73.988033,3,59,Ulivo,4.5
"536 E 5th StNew York, NY 10009",American(New),40.724042,-73.982765,3,224,Tuome,4
"900 7th AveNew York, NY 10019",Italian,40.765295,-73.980462,3,609,Trattoria DellÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈArte,4
"229 S 4th StBrooklyn, NY 11211","American(New),Tapas/SmallPlates",40.710658,-73.958872,3,1664,Traif,4.5
"143 East 49 StNew York, NY 10017",Italian,40.755695,-73.971718,3,43,Toscana 49,4.5
"551 5th AveNew York, NY 10176","American(New),Hawaiian,Seafood",40.755388,-73.9792,3,415,Tommy Bahama Restaurant | Bar | Store - New York,4
"166 E 82nd StNew York, NY 10028","Mexican,American(New)",40.776356,-73.956774,3,271,Toloache,4
"109 St Marks PlNew York, NY 10009","Mediterranean,American(New),MiddleEastern",40.727229,-73.983875,3,153,Timna,4.5
"1109 1st AveNew York, NY 10065",Italian,40.760558,-73.961245,3,144,Tiella,4.5
"205 10th AveNew York, NY 10011","TapasBars,Spanish","40.7473, ",-74.004801,3,600,Tia Pol,4
"1048 3rd AveNew York, NY 10065","American(New),Seafood,Lounges",40.763378,-73.965628,3,49,TheoÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Restaurant & Oyster Bar,4
"1703 2nd AveNew York, NY 10128",Italian,40.779423,-73.95086,3,302,The Writing Room,3.5
"101 W 57th StNew York, NY 10019",American(New),40.764668,-73.977449,3,196,The Wayfarer,3.5
"11 Fulton StNew York, NY 10038","Tapas/SmallPlates,American(New)",40.706782,-74.003289,3,10,The Tuck Room,4
"99 Stanton StNew York, NY 10002","Breakfast&Brunch,Tapas/SmallPlates,Lounges",40.721198,-73.988124,3,2468,The Stanton Social,4
"848 Washington StNew York, NY 10014","American(Traditional),Lounges,Diners",40.740854,-74.007952,3,878,The Standard Grill,3.5
"438 2nd AveNew York, NY 10010","Indian,CocktailBars",40.738859,-73.979797,3,114,The Royal Munkey,4
"20 W 72nd StNew York, NY 10023",American(New),"40.77653,",-73.977468,3,179,The Ribbon,3.5
"227 10th AveNew York, NY 10011",American(New),40.748121,-74.004172,3,596,The Red Cat,4
"523 Jersey AveJersey City, NJ 07302","Chinese,HotPot",40.721103,-74.046741,3,18,The Old Spot,3.5
"145 W BroadwayNew York, NY 10013","American(New),French,Italian",40.716952,-74.007799,3,491,The Odeon,4
"1170 BroadwayNew York, NY 10001","Gastropubs,Lounges",40.745045,-73.98856,3,170,The NoMad Hotel,4
"265 Elizabeth StNew York, NY 10012","American(New),CocktailBars",40.723926,-73.993821,3,251,The Musket Room,4.5
"9 W 53rd StNew York, NY 10019","Lounges,French",40.76103,-73.976559,3,407,The Modern - Bar Room,4
"446 Columbus AveNew York, NY 10024","American(New),Bars,Desserts",40.78361,-73.974319,3,168,The Milling Room,4
"96 2nd AveNew York, NY 10003",Seafood,40.726997,-73.988442,3,1063,The Mermaid Inn,4
"252 Broome StNew York, NY 10002","Thai,AsianFusion,CocktailBars",40.718058,-73.989891,3,104,The Lucky Bee,3.5
"E 72nd St & 5th AveNew York, NY 10128","American(Traditional),Bars,Cafes",40.775305,-73.968794,3,912,The Loeb Boathouse,3.5
"90 Bedford StNew York, NY 10014","Desserts,WineBars,Mediterranean",40.73238,-74.0053,3,1112,The Little Owl,4
"425 Lafayette StNew York, NY 10003","American(New),Lounges,Sandwiches",40.729032,-73.99182,3,129,The Library at The Public,3.5
"1 W 67th StNew York, NY 10023",Italian,40.773515,-73.978841,3,156,The Leopard at des Artistes,4
"121 E 17th StNew York, NY 10003",American(New),40.736128,-73.987736,3,310,The House,3.5
"542 W 27th StNew York, NY 10001","Bars,MusicVenues,ModernEuropean",40.750725,-74.004138,3,214,The Heath,4
"458 Greenwich StNew York, NY 10013","Greek,Mediterranean,CocktailBars",40.723714,-74.009616,3,332,The Greek,4.5
"15 W 18th StNew York, NY 10011",American(New),40.739148,-73.992777,3,258,The Gander,4
"17 Orchard StNew York, NY 10002","British,WineBars",40.715279,-73.991944,3,485,The Fat Radish,3.5
"342 E 6th StNew York, NY 10003",American(New),40.726459,-73.986646,3,270,The Eddy,4.5
"131 Sullivan StNew York, NY 10012",American(Traditional),40.726583,-74.002081,3,908,The Dutch,3.5
"333 Washington StHoboken, NJ 07030","Cuban,LatinAmerican",40.741024,-74.029604,3,673,The Cuban Restaurant and Bar,4.5
"120 W 51st StNew York, NY 10020","Steakhouses,Seafood,WineBars",40.760739,-73.981378,3,568,The Capital Grille,4
"16 W 29th StNew York, NY 10001","Pubs,Gastropubs,Breakfast&Brunch",40.745857,-73.988204,3,1320,The Breslin Bar & Dining Room,3.5
"485 5th AveNew York, NY 10017","Lounges,Tapas/SmallPlates,CocktailBars",40.752881,-73.981064,3,250,The Bar Downstairs,4
"153 W 57th StNew York, NY 10019",American(New),40.765386,-73.978957,3,116,The Back Room,4
"130 W 47th StNew York, NY 10016","SushiBars,Steakhouses,CocktailBars",40.758554,-73.983101,3,184,Tender,3.5
"135 E 62nd StNew York, NY 10065",Steakhouses,40.764442,-73.967082,3,10,Tavern62 By David Burke,3.5
"67th St & Central Park WNew York, NY 10023","Steakhouses,American(New),Desserts",40.77245,-73.977412,3,679,Tavern on the Green,3
"60 Greenwich AveNew York, NY 10011","Indian,American(New)",40.736033,-74.000639,3,64,Tapestry,4
"456 Hudson StNew York, NY 10014","Japanese,Korean,Barbeque",40.731455,-74.006421,3,743,Takashi,4
"773 10th AveNew York, NY 10019","MiddleEastern,Mediterranean",40.766323,-73.991033,3,474,Taboon,4
"361 Greenwich StNew York, NY 10013","Spanish,Tapas/SmallPlates",40.719055,-74.010024,3,171,Tablao,4
"347 E 54th StNew York, NY 10022","American(New),Desserts",40.756701,-73.964807,3,70,Sutton Inn,4
"365 W 46th StNew York, NY 10036","SushiBars,Japanese,Bars",40.760942,-73.990075,3,52,Sushi Seki,4
"1143 1st AveNew York, NY 10021","Japanese,SushiBars",40.761982,-73.960617,3,353,Sushi Seki,4
"276 Smith StBrooklyn, NY 11231","British,Seafood,Gastropubs",40.682505,-73.993469,3,20,Sunken Hundred,4.5
"1210 Washington StUptown Hoboken, NJ 07030","Seafood,CocktailBars,Lounges",40.751658,-74.02689,3,122,Stingray Lounge,4.5
"350 5th AveNew York, NY 10118","Bars,American(New)",40.748201,-73.985394,3,76,State Grill and Bar,4.5
"355 Metropolitan AveBrooklyn, NY 11211","American(New),WineBars,Steakhouses",40.714273,-73.956056,3,625,St. Anselm,4
"200 W 84th StNew York, NY 10024","Italian,WineBars",40.786492,-73.976464,3,194,Spiga,4
"1036 Washington StHoboken, NJ 07030","WineBars,Italian",40.749803,-74.027477,3,84,Sorellina,3.5
"85 10th AveNew York, NY 10011","American(New),WineBars,Gastropubs",40.743208,-74.007954,3,16,Sons & Daughters,4
"953 2nd AveNew York, NY 10022","Spanish,Tapas/SmallPlates,TapasBars",40.755252,-73.968451,3,300,Socarrat Paella Bar - Midtown East,3.5
"259 W 19th StNew York, NY 10011","Spanish,TapasBars,Tapas/SmallPlates",40.742673,-73.999707,3,928,Socarrat Paella Bar,4
"1400 BroadwayNew York, NY 10018","Coffee&Tea,Cafes,Turkish",40.752877, -73.98669},3,17,Simit + Smith,4
"318 W 51st StNew York, NY 10019","Japanese,SushiBars",40.763213,-73.986883,3,247,Shimizu,4
"1402 Lexington AveNew York, NY 10128",Italian,40.783535,-73.952719,3,227,Sfoglia Restaurant,4
"109 Washington StNew York, NY 10006",Austrian,40.708574,-74.013989,3,33,Schilling,4.5
"212 Washington StJersey City, NJ 07302","WineBars,American(New),Italian",40.714452,-74.037669,3,481,Satis Bistro,4
"322 E 59th StNew York, NY 10022",SushiBars,40.759998,-73.962974,3,43,Sasabune Express,4
"40 Central Park SNew York, NY 10019",Italian,40.765168,-73.975713,3,190,Sant Andrea Cafe,4
"90 Thompson StNew York City, NY 10012","Italian,WineBars,Desserts",40.72517,-74.002126,3,53,San Carlo Osteria Piemonte,4.5
"157 Ludlow StNew York, NY 10002","Japanese,Tapas/SmallPlates,CocktailBars",40.720953,-73.98814,3,393,SakaMai,4
"211 E 43rd StNew York, NY 10017",Japanese,40.751646,-73.972948,3,1432,Sakagura,4
"24 Greenwich AveNew York, NY 10011","Japanese,TapasBars",40.734937,-73.999845,3,154,Saikai,4
"463 W BroadwayNew York, NY 10012","Bagels,Bakeries,Breakfast&Brunch",40.726232,-74.000131,3,209,SadelleÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs,3.5
"8809 River RdNorth Bergen, NJ 07047","LatinAmerican,MusicVenues",40.803924,-73.993711,3,279,Sabor Latin Bistro,3.5
"60 W 57th StNew York, NY 10019","French,SushiBars,AsianFusion",40.764028,-73.977037,3,826,Rue 57,3.5
"61 Columbus AveNew York, NY 10023",Mexican,40.771215,-73.983081,3,874,Rosa Mexicano,3.5
"9 E 18th StNew York, NY 10003",Mexican,40.73832,-73.990784,3,1164,Rosa Mexicano,3.5
"2 Columbus CirNew York, NY 10019","American(New),Breakfast&Brunch",40.767394,-73.982033,3,612,Robert,4
"231 E 9th StNew York, NY 10003",Japanese,40.729552,-73.987838,3,502,Robataya Ny,3.5
"450 E 29th StNew York, NY 10016","American(New),Breakfast&Brunch,Venues&EventSpaces",40.739373,-73.973484,3,561,Riverpark,4
"2145 2nd AveNew York, NY 10029","Steakhouses,American(New),Seafood",40.793452,-73.940475,3,570,Ricardo Steak House,4
"40 W 45th StNew York, NY 10036","American(New),Diners",40.756165,-73.980777,3,50,Restaurant Patrick,3.5
"145 W 53rd StNew York, NY 10019","Italian,WineBars,Gluten-Free",40.762962,-73.980533,3,213,Remi,3.5
"890 7th AveNew York, NY 10106","American(New),Seafood",40.765225,-73.980664,3,362,Redeye Grill,3.5
"218 BoweryNew York, NY 10012",French,40.721956,-73.993792,3,126,Rebelle,4
"7 W 45th StNew York, NY 10036","Bars,American(Traditional),Italian","40.75591,",-73.980065,3,296,Re Sette,3.5
"43 W 24th StNew York, NY 10010","American(New),Peruvian,TapasBars",40.743381,-73.991292,3,449,Raymi,4
"65 W 54th StNew York, NY 10019","Lounges,American(New)",40.762282,-73.978067,3,55,RandolphÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Bar & Lounge,3
"29 7th Ave SNew York, NY 10014",Italian,40.730947,-74.004117,3,295,Rafele Ristorante,4.5
"94 Chambers StNew York, NY 10007","French,WineBars",40.714555,-74.007569,3,83,Racines,4
"323 E 79th StNew York, NY 10075",French,40.773094,-73.953827,3,41,Quatorze Bis,4
"57 W 57th StNew York, NY 10019","Italian,Steakhouses",40.764404,-73.97678,3,524,Quality Italian,4
"19 Greenwich AveNew York, NY 10014","American(Traditional),Steakhouses",40.73446,-74.000144,3,164,Quality Eats,4
"128 E 7th StNew York, NY 10009",Greek,40.726075,-73.984146,3,937,Pylos,4.5
"210 Elizabeth StNew York, NY 10012","American(Traditional),Australian",40.722217,-73.994185,3,996,Public,4
"54 E 1st StNew York, NY 10003","American(New),Breakfast&Brunch",40.723909,-73.989379,3,898,Prune,4
"773 Fulton StBrooklyn, NY 11217","American(New),CocktailBars,WineBars",40.686269,-73.973709,3,168,Prospect,4
"653 11th AveNew York, NY 10036",American(New),40.764569,-73.995987,3,641,Print,4
"299 10th AveNew York, NY 10001",Argentine,40.750507,-74.002523,3,270,Porteno Restaurant,4.5
"1748 1st AveNew York, NY 10128",Italian,40.779666,-73.946982,3,161,Pinocchio Ristorante,4
"232 E 43rd StNew York, NY 10017","Steakhouses,Italian",40.750605,-73.972196,3,63,Pietros Ristorante,4
"230 E 44th StNew York, NY 10017",Italian,40.751337, -73.97219},3,133,Piccolo Fiore,3.5
"176 Perry StNew York, NY 10014","American(New),French",40.734459,-74.009796,3,770,Perry St,4
"2 E 61st StNew York, NY 10065","American(New),French",40.765492,-73.972014,3,7,Perrine,4.5
"54 Thompson StNew York, NY 10012","Mediterranean,Turkish,Breakfast&Brunch",40.723825,-74.003289,3,286,Pera Soho,3.5
"281 W BroadwayNew York, NY 10013",Italian,40.720754,-74.004884,3,370,Pepolino Restaurant,4.5
"8-08 Queens Plz SLong Island City, NY 11101","CocktailBars,AsianFusion,Tapas/SmallPlates",40.753951,-73.949333,3,609,Penthouse 808,3
"194 Elizabeth StNew York, NY 10012",Italian,40.721709,-73.994306,3,600,Peasant,3.5
"187 Mulberry StNew York, NY 10012","Italian,Pizza",40.721034,-73.996749,3,64,Pasquale Jones,3.5
"360 Park Ave SNew York, NY 10010",American(New),40.741971,-73.98521,3,432,Park Avenue Autumn/Winter/Spring/Summer,4
"235 W 46th StNew York, NY 10036","Bars,American(Traditional)",40.759642,-73.986987,3,18,Paramount Bar & Grill,3.5
"195 Spring StNew York, NY 10012",Indian,40.725298,-74.003178,3,67,Paowalla,3.5
"28 Cornelia StNew York, NY 10014",Italian,40.731146,-74.002324,3,485,Palma,4
"E 15th StNew York, NY 10003",FoodStands,40.735931,-73.991327,3,13,P.E. & D.D. Fish Stand,5
"218 Lafayette StNew York, NY 10012",Italian,40.721917,-73.997647,3,820,Osteria Morini,4
"142 W 44th StNew York, NY 10036",Italian,40.756617,-73.98491,3,316,Osteria Al Doge,4
"41-17 Crescent StreetLong Island City, NY 11101","CocktailBars,Italian,Lounges","40.75156,",-73.939369,3,35,Oro Restaurant & Lounge,4
"141 W 41st StNew York, NY 10036",Japanese,40.754913,-73.985955,3,471,Ootoya Times Square,4
"420 Amsterdam AveNew York, NY 10024","Lounges,Seafood,Sandwiches",40.783838,-73.977827,3,20,Olma Caviar,4.5
"119 1st AveNew York, NY 10003",Korean,40.727261,-73.985831,3,247,Oiji,4.5
"7 W 51st StNew York, NY 10019","Steakhouses,American(Traditional)","40.75972,",-73.977479,3,189,NYY Steak,4
"102 E 22nd StNew York, NY 10010",Italian,40.739123,-73.986432,3,249,Novita Restaurant,4
"104 N End AveNew York, NY 10282",American(New),40.715301,-74.01557,3,310,North End Grill,4
"128 1st AveNew York, NY 10009","American(New),Hawaiian",40.727264,-73.985197,3,241,Noreetuh,4
"9 Crosby StNew York, NY 10013","American(New),Mediterranean,Breakfast&Brunch",40.71983,-74.00007,3,84,NOMO Kitchen,3.5
"72 University PlNew York, NY 10003","American(New),Vegetarian,Vegan",40.73325,-73.993674,3,121,Nix,4
"354 E 84th StNew York, NY 10028",Italian,40.775633,-73.950776,3,86,Nica Trattoria,4
"55 E 54th StNew York, NY 10022","Greek,Mediterranean",40.760298, -73.97301},3,284,Nerai,4.5
"226 W 50th StNew York, NY 10019","SushiBars,Japanese",40.761696,-73.985274,3,550,Natsumi,4
"25 Cooper SqNew York, NY 10003",American(New),40.727908,-73.990928,3,335,Narcissa,4
"470 Driggs AveBrooklyn, NY 11211","Greek,Mediterranean,Breakfast&Brunch",40.719001, -73.95468},3,102,MP Taverna,4
"211 Waverly PlNew York, NY 10014",Italian,40.735483,-74.001576,3,509,Morandi,3.5
"185 7th AveNew York, NY 10011","SushiBars,Japanese",40.742632,-73.996424,3,396,Momoya,4
"427 Amsterdam AveNew York, NY 10024","SushiBars,Japanese",40.784043,-73.977391,3,318,Momoya,4
"157 E 28th StNew York, NY 10016",Japanese,40.742285,-73.981283,3,292,Momokawa,3.5
"1466 1st AveNew York, NY 10075","Japanese,SushiBars",40.77048,-73.953707,3,20,Momokawa,4.5
"207 2nd AveNew York, NY 10003",American(New),"40.73169,",-73.985846,3,2043,Momofuku Ssam Bar,4
"232 8th AveNew York, NY 10011","Korean,Italian,American(New)",40.744347,-73.998805,3,210,Momofuku Nishi,4
"1 Pershing RdWeehawken, NJ 07086","Greek,Seafood,Mediterranean",40.77147,-74.013832,3,188,Molos,3.5
"36 E 4th StNew York, NY 10003","WineBars,Italian",40.727201,-73.992284,3,5,MISIRIZZI,5
"113 Macdougal StNew York, NY 10012","French,American(New),Breakfast&Brunch",40.730004,-74.000607,3,1739,Minetta Tavern,4
"185 Sullivan StNew York, NY 10012",French,40.728348,-74.000661,3,62,Mimi NYC,4.5
"566 AmsterdamNew York, NY 10024","Japanese,SushiBars,Salad",40.788647,-73.974579,3,14,MIMI,4
"496 6th AveNew York, NY 10011","Japanese,SushiBars",40.736255,-73.997287,3,30,Mi-ne Sushi,4
"31 Union Square WNew York, NY 10003","Seafood,Bars,Jazz&Blues",40.73687,-73.99106,3,10,Metropolis Oyster Room & Cocktail Bar,4.5
"99 Prince StNew York, NY 10012",American(Traditional),40.724904,-73.998664,3,1264,Mercer Kitchen,3.5
"2392 21st StAstoria, NY 11105",Steakhouses,40.776929,-73.921442,3,123,Meet The Meat,4.5
"149 BroadwayWilliamsburg, NY 11211",American(Traditional),40.710417,-73.963113,3,197,Meadowsweet,4
"17 W 26th StNew York, NY 10010","American(New),WhiskeyBars,Seafood",40.744241,-73.989745,3,435,Maysville,4
"351 Grove StJersey City, NJ 07302",American(New),40.720857,-74.043026,3,34,Mathews Food & Drink,4.5
"887 9th AveNew York, NY 10019","WineBars,Italian",40.768262,-73.985495,3,272,Masseria Dei Vini,4.5
"29 E 29th StNew York, NY 10016","Pizza,Italian",40.744524,-73.984617,3,472,Marta,4
"1018 Amsterdam AveNew York, NY 10025","Mediterranean,CocktailBars,Pizza",40.80281,-73.964199,3,18,Marlow Bistro,4.5
"81 BroadwayBrooklyn, NY 11249",American(New),40.710612,-73.965881,3,473,Marlow & Sons,4
"54 Carmine StNew York, NY 10014",American(New),40.729765,-74.003766,3,686,Market Table,4
"134 Reade StNew York, NY 10013",American(New),40.716545,-74.009542,3,717,Marc Forgione,4
"34-21 34th AveAstoria, NY 11106","Seafood,American(New),CocktailBars",40.758316,-73.924128,3,167,MarÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs,4
"323 W BroadwayNew York, NY 10013","Italian,French",40.721895,-74.003905,3,112,MAMO Restaurant,4
"4610 Center BlvdLong Island City, NY 11109","Italian,Seafood,CocktailBars",40.747041,-73.956579,3,300,Maiella,4.5
"2 Lexington AveNew York, NY 10010",Italian,40.738437,-73.985686,3,1061,Maialino,4
"43-15 Crescent StLong Island City, NY 11101","Steakhouses,WineBars",40.748388,-73.942207,3,283,M. Wells Steakhouse,3.5
"170 Thompson StNew York, NY 10012","Italian,American(New)",40.727633,-74.000188,3,1216,Lupa,4
"347 E 85th StNew York, NY 10028",Italian,40.776537,-73.950396,3,72,Luna Rossa,4
"14 1st AveNew York, NY 10009","French,WineBars",40.723322,-73.988057,3,245,Lucien,4
"377 Greenwich StNew York, NY 10013",Italian,40.71986,-74.010039,3,1287,Locanda Verde,4
"50 Withers St.Brooklyn, NY 11211","Peruvian,Bars",40.716668,-73.950676,3,155,Llama Inn,4
"199 Prince StNew York, NY 10012",French,40.726719,-74.002745,3,183,Little Prince,3.5
"45 Rockerfeller PlzNew York, NY 10111","Mediterranean,Seafood",40.75938,-73.977814,3,163,Limani,4
"567 Union AveWilliamsburg, NY 11211","Italian,Breakfast&Brunch,CocktailBars",40.717384,-73.952188,3,176,Lilia Cafe,4
"179 W BroadwayNew York, NY 10013","French,Italian","40.71794,",-74.007128,3,487,Landmarc,3.5
"10 Columbus CirNew York, NY 10019","Breakfast&Brunch,American(New),French",40.768829,-73.982365,3,875,Landmarc,3.5
"127 Macdougal StNew York, NY 10012","Vegan,TapasBars,WineBars",40.730644,-74.000183,3,32,Ladybird,4
"398 W BroadwayNew York, NY 10012","French,TeaRooms,Breakfast&Brunch",40.724393,-74.002488,3,887,LadurÌÄåÎÌÄå_ÌÄå´Ìâå©e Soho,3.5
"228 W 10th StNew York, NY 10014",Italian,40.733714,-74.005068,3,1233,LÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈArtusi,4.5
"238 Malcolm X BlvdBedford-Stuyvesant, NY 11221",French,40.684961,-73.929728,3,139,LÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈAntagoniste,4.5
"851 6th AveNew York, NY 10001",Italian,40.74721,-73.989917,3,154,LÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈAmico NYC,3.5
"398 E 52nd StNew York, NY 10022",Italian,40.754899,-73.965034,3,34,La Villetta,4
"558 Broome StNew York, NY 10013",French,40.724364,-74.005708,3,1319,La Sirene,4.5
"371 W 46 StNew York, NY 10036","LatinAmerican,Seafood,CocktailBars",40.760903,-73.99052,3,450,La Pulperia,4.5
"102 W 86th StNew York, NY 10024",French,40.786351,-73.972619,3,89,La Mirabelle,4
"235 W 48th StNew York, NY 10036","Italian,Desserts,Salad",40.760868,-73.986348,3,400,La Masseria - New York,4
"1008 2nd AveNew York, NY 10022",French,40.756832,-73.966835,3,183,La Mangeoire,3.5
"75 W 68th StNew York, NY 10023",French,40.774924,-73.980227,3,161,La Boite en Bois,3.5
"132 Montague StBrooklyn, NY 11201","Argentine,Steakhouses",40.6945,-73.99409,3,19,La Barrita,5
"8 W 36th StNew York, NY 10018",Korean,40.74989,-73.984462,3,333,Kristalbelli,4
"1662 3rd AveNew York, NY 10128","Greek,Mediterranean,Seafood",40.783492,-73.950977,3,106,Korali Estiatorio,4
"408 West 15th StNew York, NY 10011","CocktailBars,American(New),MusicVenues",40.741777,-74.005795,3,18,Kola House,3.5
"125 E 39th StNew York, NY 10016",Japanese,40.749861,-73.977721,3,46,Kokage,4
"190 Ave BNew York, NY 10009","American(New),French,Bars",40.727861,-73.979235,3,43,Kingsley,4.5
"124 W 57th StNew York, NY 10019","CocktailBars,American(New)",40.764668,-73.97843,3,160,Kingside,3.5
"251 E 82nd StNew York, NY 10028",American(New),40.775608,-73.953945,3,136,KingÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs Carriage House,4
"18 King StNew York, NY 10014","ModernEuropean,Italian,French",40.727564,-74.003456,3,23,King,4.5
"157 Duane StNew York, NY 10013","Thai,Laotian,Vietnamese",40.716906,-74.008587,3,425,Khe-Yo,4
"175 2nd AveNew York, NY 10003","Japanese,SushiBars",40.730545,-73.986544,3,505,Kanoyama,4
"1 E 32nd StNew York, NY 10016","Korean,Barbeque",40.747173,-73.985214,3,616,Kang Ho Dong Baekjeong,3.5
"772 9th AveNew York, NY 10019","Bars,Steakhouses",40.764355,-73.988027,3,309,K Rico,4.5
"237 E 53rd StNew York, NY 10022",Japanese,40.757209,-73.967883,3,110,Jukai,4
"948 1st AveNew York, NY 10022",French,"40.75523,",-73.965164,3,150,Jubilee,4
"207 10th AveNew York, NY 10011","Japanese,SushiBars",40.747387,-74.004784,3,77,Juban,4.5
"1343 2 AveNew York, NY 10021",French,40.768015,-73.959292,3,69,Jean Claude 2,4
"1414 Ave Of The AmericasNew York, NY 10019","American(New),Breakfast&Brunch,Bars",40.764762,-73.976621,3,95,Jams,3.5
"66 Hicks StBrooklyn, NY 11201","American(New),Desserts,Bars",40.700038,-73.993732,3,316,Jack the Horse Tavern,4
"1028 3rd AveNew York, NY 10065",Italian,40.762831,-73.96603,3,139,Isle of Capri,4
"63 Cooper SqNew York, NY 10003","Japanese,SushiBars",40.729102,-73.990061,3,54,Ise Restaurant,4.5
"132 W 27th StNew York, NY 10001",Italian,40.745877,-73.992655,3,41,Impero CaffÌÄåÎÌÄå_ÌÄå´ÌÄåâ,3.5
"236 5th AveNew York, NY 10001","Mediterranean,Lebanese",40.744421,-73.987917,3,1829,ilili,4
"54 W 55th StNew York, NY 10019",Italian,40.762463,-73.977161,3,216,Il Corso,4
"47 Bond StNew York, NY 10012",Italian,40.72583,-73.992997,3,478,Il Buco,4
"105 Christopher StNew York, NY 10014",Tuscan,40.733433,-74.004995,3,193,I Sodi,4
"447 Hudson StNew York, NY 10014","American(New),Breakfast&Brunch,WineBars",40.73111,-74.006961,3,422,Hudson Clearwater,4
"508 Greenwich StNew York, NY 10013","American(New),Burgers,WineBars",40.725628,-74.009236,3,47,Houseman,4
"153 E 53rd StNew York, NY 10022","Jazz&Blues,American(New),SushiBars",40.7582,-73.969338,3,800,Hillstone Restaurant,4
"378 Park Ave SNew York, NY 10010","American(New),SushiBars",40.742753,-73.98473,3,668,Hillstone Restaurant,4
"44 Henry StBrooklyn, NY 11201","American(New),Bars,Seafood",40.699702,-73.992182,3,273,HenryÌÄå´ÌÄå_ÌÄåÎÌÄåÌÄå´ÌâåÈs End Restaurant,4
"2 Main StEdgewater, NJ 07020","American(New),Seafood,Bars",40.803426," -73.9907},",3,361,HAVEN Riverfront Restaurant and Bar,4
"210 E 9th StNew York, NY 10003","SushiBars,Japanese",40.729682,-73.988868,3,294,Hasaki,4
